,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,rep_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,R1,R2,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX3565170,2018-01-16 10:34:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475339,SRP129770,PRJNA403209,403209,SRS2837350,SAMN07621473,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950672,7621473,,,,98-3,,GDGT,75_2.4_stat,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,2.4,Stationary phase (C),,,,,True,True,True,True,GDGT:75_2.4_stat,True,True
SRX3565171,2018-01-16 10:54:11,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475338,SRP129771,PRJNA403227,403227,SRS2837351,SAMN07621263,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950673,7621263,,,,98-3,,GDGT,80_2.4_stat,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,2.4,Stationary phase (C),,,,,True,True,True,True,GDGT:80_2.4_stat,True,True
SRX3565172,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475337,SRP129775,PRJNA403235,403235,SRS2837355,SAMN07621192,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950674,7621192,,,,98-3,,GDGT,80_3.5_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,3.5,Stationary phase (B),,,,,True,True,True,True,GDGT:80_3.5_stat,True,True
SRX3565173,2018-01-16 10:28:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475336,SRP129773,PRJNA403216,403216,SRS2837353,SAMN07620936,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950675,7620936,,,,98-3,,GDGT,80_1.6_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,1.6,Log phase (A),,,,,True,True,True,True,GDGT:80_1.6_log,True,True
SRX3565174,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475335,SRP129774,PRJNA403195,403195,SRS2837354,SAMN07621132,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950676,7621132,,,,98-3,,GDGT,65_3.5_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,3.5,Stationary phase (A),,,,,True,True,True,True,GDGT:65_3.5_stat,True,True
SRX3565176,2018-01-16 10:28:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475333,SRP129779,PRJNA403196,403196,SRS2837359,SAMN07621848,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950678,7621848,,,,98-3,,GDGT,65_3.5_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,3.5,Stationary phase (B),,,,,True,True,True,True,GDGT:65_3.5_stat,True,True
SRX3565177,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475332,SRP129776,PRJNA403214,403214,SRS2837356,SAMN07620950,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950679,7620950,,,,98-3,,GDGT,75_3.5_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,3.5,Stationary phase (B),,,,,True,True,True,True,GDGT:75_3.5_stat,True,True
SRX3565178,2018-01-16 10:28:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475331,SRP129780,PRJNA403202,403202,SRS2837360,SAMN07620975,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950680,7620975,,,,98-3,,GDGT,75_1.6_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,1.6,Stationary phase (B),,,,,True,True,True,True,GDGT:75_1.6_stat,True,True
SRX3565179,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475330,SRP129778,PRJNA403207,403207,SRS2837358,SAMN07620974,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950681,7620974,,,,98-3,,GDGT,75_2.4_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,2.4,Stationary phase (A),,,,,True,True,True,True,GDGT:75_2.4_stat,True,True
SRX3565180,2018-01-16 10:28:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475329,SRP129781,PRJNA403206,403206,SRS2837361,SAMN07621312,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950682,7621312,,,,98-3,,GDGT,75_2.4_log,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,2.4,Log phase (C),,,,,True,True,True,True,GDGT:75_2.4_log,True,True
SRX3565181,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475328,SRP129782,PRJNA403215,403215,SRS2837362,SAMN07620949,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950683,7620949,,,,98-3,,GDGT,75_3.5_stat,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,3.5,Stationary phase (C),,,,,True,True,True,True,GDGT:75_3.5_stat,True,True
SRX3565182,2018-01-16 10:32:11,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475327,SRP129783,PRJNA403226,403226,SRS2837363,SAMN07621274,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950684,7621274,,,,98-3,,GDGT,80_2.4_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,2.4,Stationary phase (B),,,,,True,True,True,True,GDGT:80_2.4_stat,True,True
SRX3565183,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475326,SRP129784,PRJNA403225,403225,SRS2837364,SAMN07621275,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950685,7621275,,,,98-3,,GDGT,80_2.4_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,2.4,Stationary phase (A),,,,,True,True,True,True,GDGT:80_2.4_stat,True,True
SRX3565184,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475325,SRP129785,PRJNA403208,403208,SRS2837365,SAMN07621511,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950686,7621511,,,,98-3,,GDGT,75_2.4_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,2.4,Stationary phase (B),,,,,True,True,True,True,GDGT:75_2.4_stat,True,True
SRX3565185,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475324,SRP129786,PRJNA403203,403203,SRS2837366,SAMN07621738,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950687,7621738,,,,98-3,,GDGT,75_1.6_stat,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,1.6,Stationary phase (C),,,,,True,True,True,True,GDGT:75_1.6_stat,True,True
SRX3565186,2018-01-16 10:36:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475323,SRP129788,PRJNA403219,403219,SRS2837368,SAMN07621937,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950688,7621937,,,,98-3,,GDGT,80_1.6_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,1.6,Stationary phase (A),,,,,True,True,True,True,GDGT:80_1.6_stat,True,True
SRX3565187,2018-01-16 10:32:11,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475322,SRP129791,PRJNA403197,403197,SRS2837371,SAMN07621847,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950689,7621847,,,,98-3,,GDGT,65_3.5_stat,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,3.5,Stationary phase (C),,,,,True,True,True,True,GDGT:65_3.5_stat,True,True
SRX3565188,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475321,SRP129787,PRJNA403198,403198,SRS2837367,SAMN07620987,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950690,7620987,,,,98-3,,GDGT,75_1.6_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,1.6,Log phase (A),,,,,True,True,True,True,GDGT:75_1.6_log,True,True
SRX3565191,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475318,SRP129792,PRJNA403200,403200,SRS2837372,SAMN07621326,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950693,7621326,,,,98-3,,GDGT,75_1.6_log,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,1.6,Log phase (C),,,,,True,True,True,True,GDGT:75_1.6_log,True,True
SRX3565192,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475317,SRP129793,PRJNA403222,403222,SRS2837373,SAMN07621205,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950694,7621205,,,,98-3,,GDGT,80_2.4_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,2.4,Log phase (A),,,,,True,True,True,True,GDGT:80_2.4_log,True,True
SRX3565193,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475316,SRP129795,PRJNA403201,403201,SRS2837375,SAMN07620986,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950695,7620986,,,,98-3,,GDGT,75_1.6_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,1.6,Stationary phase (A),,,,,True,True,True,True,GDGT:75_1.6_stat,True,True
SRX3565194,2018-01-16 10:28:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475315,SRP129794,PRJNA403217,403217,SRS2837374,SAMN07620935,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950696,7620935,,,,98-3,,GDGT,80_1.6_log,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,1.6,Log phase (B),,,,,True,True,True,True,GDGT:80_1.6_log,True,True
SRX3565195,2018-01-16 10:26:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475314,SRP129796,PRJNA403190,403190,SRS2837376,SAMN07621339,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950697,7621339,,,,98-3,,GDGT,65_2.4_stat,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,2.4,Stationary phase (B),,,,,True,True,True,True,GDGT:65_2.4_stat,True,True
SRX3565197,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475312,SRP129798,PRJNA403223,403223,SRS2837378,SAMN07621591,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950699,7621591,,,,98-3,,GDGT,80_2.4_log,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,2.4,Log phase (B),,,,,True,True,True,True,GDGT:80_2.4_log,True,True
SRX3565198,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475311,SRP129799,PRJNA403231,403231,SRS2837379,SAMN07621204,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950700,7621204,,,,98-3,,GDGT,80_3.5_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,3.5,Stationary phase (A),,,,,True,True,True,True,GDGT:80_3.5_stat,True,True
SRX3565199,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475310,SRP129800,PRJNA403186,403186,SRS2837380,SAMN07621860,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950701,7621860,,,,98-3,,GDGT,65_2.4_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,2.4,Log phase (A),,,,,True,True,True,True,GDGT:65_2.4_log,True,True
SRX3565200,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475309,SRP129801,PRJNA403187,403187,SRS2837381,SAMN07621353,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950702,7621353,,,,98-3,,GDGT,65_2.4_log,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,2.4,Log phase (B),,,,,True,True,True,True,GDGT:65_2.4_log,True,True
SRX3565201,2018-01-16 10:28:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475308,SRP129808,PRJNA403228,403228,SRS2837387,SAMN07621262,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950703,7621262,,,,98-3,,GDGT,80_3.5_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,3.5,Log phase (A),,,,,True,True,True,True,GDGT:80_3.5_log,True,True
SRX3565202,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475307,SRP129802,PRJNA403189,403189,SRS2837382,SAMN07621001,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950704,7621001,,,,98-3,,GDGT,65_2.4_stat,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,2.4,Stationary phase (A),,,,,True,True,True,True,GDGT:65_2.4_stat,True,True
SRX3565203,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475306,SRP129803,PRJNA403188,403188,SRS2837383,SAMN07621340,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950705,7621340,,,,98-3,,GDGT,65_2.4_log,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,2.4,Log phase (C),,,,,True,True,True,True,GDGT:65_2.4_log,True,True
SRX3565204,2018-01-16 10:29:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475305,SRP129804,PRJNA403182,403182,SRS2837384,SAMN07621365,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950706,7621365,,,,98-3,,GDGT,65_1.6_log,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,1.6,Log phase (C),,,,,True,True,True,True,GDGT:65_1.6_log,True,True
SRX3565205,2018-01-16 10:31:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475304,SRP129806,PRJNA403191,403191,SRS2837386,SAMN07621574,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950707,7621574,,,,98-3,,GDGT,65_2.4_stat,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,2.4,Stationary phase (C),,,,,True,True,True,True,GDGT:65_2.4_stat,True,True
SRX3565206,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475303,SRP129805,PRJNA403204,403204,SRS2837385,SAMN07621313,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950708,7621313,,,,98-3,,GDGT,75_2.4_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,75.0,2.4,Log phase (A),,,,,True,True,True,True,GDGT:75_2.4_log,True,True
SRX3565208,2018-01-16 10:26:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475301,SRP129807,PRJNA403229,403229,SRS2837388,SAMN07621923,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950710,7621923,,,,98-3,,GDGT,80_3.5_log,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,3.5,Log phase (B),,,,,True,True,True,True,GDGT:80_3.5_log,True,True
SRX3565209,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475300,SRP129810,PRJNA403230,403230,SRS2837391,SAMN07621486,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950711,7621486,,,,98-3,,GDGT,80_3.5_log,3.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,80.0,3.5,Log phase (C),,,,,True,True,True,True,GDGT:80_3.5_log,True,True
